analysis_group_id,company,symbol,event_date,primary_category,split,default_model_scope,has_main_label,is_default_training_candidate,is_clean_p0_p20,overlap_event_count_p0_p20,relative_mv_return_p0_p20,abnormal_mv_impact_yi_p0_p20,title,sample_policy,policy_reason
002970|2019-12-23|其他,锐明技术,2970,2019-12-23,其他,train,audit_or_aux,1,0,0,7,0.9250802235764248,41.26945043951999,关于股票交易异常波动的公告(2019/12/23),case_or_audit_only,不满足默认训练候选条件
300098|2015-05-09|资本动作,高新兴,300098,2015-05-09,资本动作,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,广东广信君达律师事务所关于公司股权激励计划限制性股票解锁事宜的法律意见书,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-04-17|资本动作,高新兴,300098,2015-04-17,资本动作,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,关于控股股东进行质押式回购交易及股权解押的公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-06-09|风险事件,高新兴,300098,2015-06-09,风险事件,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,发行股份及支付现金购买资产并募集配套资金暨关联交易问询函的回复,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-03-13|其他,高新兴,300098,2015-03-13,其他,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,公司章程(2015年3月),robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-04-01|业绩信号,高新兴,300098,2015-04-01,业绩信号,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,2014年年度报告摘要,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-06-09|资本动作,高新兴,300098,2015-06-09,资本动作,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,发行股份及支付现金购买资产并募集配套资金暨关联交易报告书(草案)(修订稿),robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-03-18|风险事件,高新兴,300098,2015-03-18,风险事件,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,公司拟编制2014年12月31日合并报表进行减值测试涉及合并讯美电子科技有限公司2014年12月31日会计报表所记载的软件著作权、商誉对应的资产组资产评估报告书,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-06-04|风险事件,高新兴,300098,2015-06-04,风险事件,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,关于对高新兴科技集团股份有限公司的重组问询函,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-04-25|客户/订单,高新兴,300098,2015-04-25,客户/订单,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,关于高州市教育局2014年教育创强信息化装备采购项目预中标的提示性公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-03-13|风险事件,高新兴,300098,2015-03-13,风险事件,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,关于受让讯美电子科技有限公司部分股权作为重庆泰克数字技术有限公司、胡永忠支付公司利润承诺补偿款及减值测试补偿款暨关联交易的公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-05-28|风险事件,高新兴,300098,2015-05-28,风险事件,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,关于重大资产重组事项的一般风险提示公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-03-13|产品/技术创新,高新兴,300098,2015-03-13,产品/技术创新,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,广东广信君达律师事务所关于公司、重庆泰克数字技术有限公司和胡永忠以资抵债的法律意见书,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-04-10|资本动作,高新兴,300098,2015-04-10,资本动作,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,重大资产重组停牌期间进展公告(2015-4-10),robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-04-24|资本动作,高新兴,300098,2015-04-24,资本动作,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,重大资产重组停牌期间进展公告(2015-4-24),robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-04-04|业绩信号,高新兴,300098,2015-04-04,业绩信号,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,关于2014年年度报告的更正公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-04-27|资本动作,高新兴,300098,2015-04-27,资本动作,train,audit_or_aux,1,0,0,72,0.7755235307422741,63.14439995541001,关于重大资产重组延期复牌公告,case_or_audit_only,不满足默认训练候选条件
300098|2015-03-06|资本动作,高新兴,300098,2015-03-06,资本动作,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,重大资产重组停牌期间进展公告(2015-3-6),robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-03-13|资本动作,高新兴,300098,2015-03-13,资本动作,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,重大资产重组停牌期间进展公告(2015-3-13),robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-05-08|资本动作,高新兴,300098,2015-05-08,资本动作,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,重大资产重组停牌期间进展公告(2015-5-8),robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-05-28|产品/技术创新,高新兴,300098,2015-05-28,产品/技术创新,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,杭州创联电子技术有限公司截至2015年2月28日止2年1期审计报告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-03-20|资本动作,高新兴,300098,2015-03-20,资本动作,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,重大资产重组停牌期间进展公告(2015-3-20),robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-04-01|资本动作,高新兴,300098,2015-04-01,资本动作,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,分红送转 cash_div=0.05035 proc=实施,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-04-29|资本动作,高新兴,300098,2015-04-29,资本动作,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,2014年年度权益分派实施公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-05-27|资本动作,高新兴,300098,2015-05-27,资本动作,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,重大资产重组停牌期间进展公告(2015-5-27),robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-06-03|资本动作,高新兴,300098,2015-06-03,资本动作,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,重大资产重组停牌期间进展公告(2015-6-3),robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-05-01|资本动作,高新兴,300098,2015-05-01,资本动作,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,重大资产重组停牌期间进展公告(2015-5-1),robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-05-28|政策/行业,高新兴,300098,2015-05-28,政策/行业,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,广发证券股份有限公司关于公司本次交易产业政策和交易类型之独立财务顾问核查意见,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-04-01|管理层/投关信号,高新兴,300098,2015-04-01,管理层/投关信号,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,关于举行2014年度业绩说明会的公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-05-22|资本动作,高新兴,300098,2015-05-22,资本动作,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,重大资产重组停牌期间进展公告(2015-5-22),robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-02-27|资本动作,高新兴,300098,2015-02-27,资本动作,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,关于筹划重大资产重组的停牌公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-03-27|资本动作,高新兴,300098,2015-03-27,资本动作,train,audit_or_aux,1,0,0,72,0.7755235307422741,63.14439995541001,关于重大资产重组延期复牌公告,case_or_audit_only,不满足默认训练候选条件
300098|2015-04-03|资本动作,高新兴,300098,2015-04-03,资本动作,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,重大资产重组停牌期间进展公告(2015-4-3),robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-05-15|资本动作,高新兴,300098,2015-05-15,资本动作,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,重大资产重组停牌期间进展公告(2015-5-15),robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-04-25|其他,高新兴,300098,2015-04-25,其他,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,2014年年度股东大会的法律意见书,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-02-13|其他,高新兴,300098,2015-02-13,其他,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,关于重大事项停牌公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-05-09|其他,高新兴,300098,2015-05-09,其他,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,第三届董事会第十九次会议决议的公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-03-31|其他,高新兴,300098,2015-03-31,其他,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,2015年第一次临时股东大会决议公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-04-18|其他,高新兴,300098,2015-04-18,其他,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,第三届董事会第十八次会议决议的公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-04-22|其他,高新兴,300098,2015-04-22,其他,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,关于召开2014年度股东大会的提示性公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-03-26|其他,高新兴,300098,2015-03-26,其他,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,关于召开2015年第一次临时股东大会的提示性公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-05-29|其他,高新兴,300098,2015-05-29,其他,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,关于取消召开2015年第二次临时股东大会通知的公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-03-18|其他,高新兴,300098,2015-03-18,其他,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,讯美电子科技有限公司审计报告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-05-01|其他,高新兴,300098,2015-05-01,其他,train,audit_or_aux,1,1,0,72,0.7755235307422741,63.14439995541001,关于公司子公司讯美电子完成工商变更登记的公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300638|2017-04-24|其他,广和通,300638,2017-04-24,其他,train,audit_or_aux,1,0,0,8,0.2953830867804844,6.728984,股票交易异常波动公告(2017/4/24),case_or_audit_only,不满足默认训练候选条件
688159|2020-02-04|其他,有方科技,688159,2020-02-04,其他,train,audit_or_aux,1,0,0,4,0.4669502560516133,19.289083397950268,关于有方科技(688159)盘中临时停牌的公告(1),case_or_audit_only,不满足默认训练候选条件
603236|2019-07-19|产品/技术创新,移远通信,603236,2019-07-19,产品/技术创新,train,audit_or_aux,1,0,0,8,0.6165463748208112,32.280570373324004,:移远通信:《关于上海移远通信技术股份有限公司股票交易异常波动的询证函》的回函(2019/07/19),case_or_audit_only,不满足默认训练候选条件
002881|2017-06-28|其他,美格智能,2881,2017-06-28,其他,train,audit_or_aux,1,0,0,5,0.4736145017532852,8.978130157800003,股票交易异常波动公告(2017/6/28),case_or_audit_only,不满足默认训练候选条件
603236|2019-07-19|其他,移远通信,603236,2019-07-19,其他,train,audit_or_aux,1,0,0,8,0.6165463748208112,32.280570373324004,:移远通信股票交易异常波动公告(2019/07/19),case_or_audit_only,不满足默认训练候选条件
002881|2020-01-22|其他,美格智能,2881,2020-01-22,其他,train,audit_or_aux,1,1,0,2,-0.2185946819918904,-25.69128194493273,东莞证券股份有限公司关于公司持续督导现场培训报告,main_model_with_overlap_flag,轻度同窗重叠，主模型可用但需重叠标记控制
300098|2015-06-16|其他,高新兴,300098,2015-06-16,其他,train,audit_or_aux,1,0,0,20,0.42517161469079,91.38763172833998,关于公司股票交易异常波动公告(2015-6-16),case_or_audit_only,不满足默认训练候选条件
002881|2017-06-29|其他,美格智能,2881,2017-06-29,其他,train,audit_or_aux,1,1,0,5,0.3623481274826388,7.3627964802,2016年度股东大会之法律意见书,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2020-01-23|风险事件,高新兴,300098,2020-01-23,风险事件,train,audit_or_aux,1,1,0,15,0.1052628835208172,-17.744169436918384,首亏 预计净利润-119000~-118500万,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-06-12|资本动作,高新兴,300098,2015-06-12,资本动作,train,audit_or_aux,1,1,0,21,0.7116606954409768,87.32362619172,关于股权激励计划第二个解锁期股票解锁股份上市流通的提示性公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
002881|2017-06-30|其他,美格智能,2881,2017-06-30,其他,train,audit_or_aux,1,0,0,4,0.254247372753353,6.211659352733334,股票交易异常波动公告(2017/6/30),case_or_audit_only,不满足默认训练候选条件
300098|2015-06-12|其他,高新兴,300098,2015-06-12,其他,train,audit_or_aux,1,0,0,21,0.7116606954409768,87.32362619172,关于公司股票交易异常波动公告(2015-6-12),case_or_audit_only,不满足默认训练候选条件
300098|2015-06-11|客户/订单,高新兴,300098,2015-06-11,客户/订单,train,audit_or_aux,1,1,0,22,0.7118001405972393,75.47411679444,关于湛江市社会治安视频监控系统建设二期项目预中标的提示性公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-07-03|其他,高新兴,300098,2015-07-03,其他,train,audit_or_aux,1,1,0,13,0.2538613364313924,31.659739667537995,2015年第三次临时股东大会的法律意见书,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
002313|2015-06-16|产品/技术创新,日海智能,2313,2015-06-16,产品/技术创新,train,audit_or_aux,1,1,0,7,-0.42517161469079,-53.05750319999999,日海通讯:关于全资子公司日海设备转让其控股子公司纬海技术股权的公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-06-11|其他,高新兴,300098,2015-06-11,其他,train,audit_or_aux,1,1,0,22,0.7118001405972393,75.47411679444,关于公司第三届董事第二十一次会议决议公告的更正公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
002313|2015-06-16|其他,日海智能,2313,2015-06-16,其他,train,audit_or_aux,1,1,0,7,-0.42517161469079,-53.05750319999999,日海通讯:第三届董事会第二十一次会议决议公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300590|2017-01-17|其他,移为通信,300590,2017-01-17,其他,train,audit_or_aux,1,0,0,4,0.28176366668717,16.489709599999998,股票交易异常波动公告(2017/1/17),case_or_audit_only,不满足默认训练候选条件
002970|2019-12-25|其他,锐明技术,2970,2019-12-25,其他,train,audit_or_aux,1,0,0,7,0.4963755068876088,12.09550870820571,关于股票交易异常波动的公告(2019/12/25),case_or_audit_only,不满足默认训练候选条件
002970|2020-01-23|其他,锐明技术,2970,2020-01-23,其他,train,audit_or_aux,1,1,0,1,-0.2044921466497159,-62.532076531885714,关于使用部分闲置募集资金和闲置自有资金进行现金管理的进展公告,main_model_with_overlap_flag,轻度同窗重叠，主模型可用但需重叠标记控制
002313|2020-01-23|客户/订单,日海智能,2313,2020-01-23,客户/订单,train,audit_or_aux,1,1,0,3,-0.0353307822749435,-19.6262001,关于中标泉州市科技馆新馆展教工程PPP项目的公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
002313|2020-01-23|管理层/投关信号,日海智能,2313,2020-01-23,管理层/投关信号,train,audit_or_aux,1,1,0,3,-0.0353307822749435,-19.6262001,关于公司副总经理职务调整的公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2016-07-05|其他,高新兴,300098,2016-07-05,其他,train,audit_or_aux,1,1,0,7,-0.3801739130458743,-65.73797498615599,关于控股子公司挂牌新三板的公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300590|2021-07-16|资本动作,移为通信,300590,2021-07-16,资本动作,train,audit_or_aux,1,1,0,14,0.2929002231847734,15.89669607257234,关于调整2021年限制性股票与股票期权激励计划授予对象名单和数量的公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
002313|2016-07-05|其他,日海智能,2313,2016-07-05,其他,train,audit_or_aux,1,1,0,6,0.3801739130458743,17.556801599999996,日海通讯:详式权益变动报告书,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2016-07-02|产品/技术创新,高新兴,300098,2016-07-02,产品/技术创新,train,audit_or_aux,1,1,0,8,-0.4763995336967684,-77.41090700779199,关于使用部分闲置募集资金购买理财产品到期收回的公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2020-01-23|资本动作,高新兴,300098,2020-01-23,资本动作,train,audit_or_aux,1,1,0,15,0.1052628835208172,-17.744169436918384,关于回购注销部分股权激励对象所持已获授但尚未解锁的限制性股票的公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300638|2024-07-27|其他,广和通,300638,2024-07-27,其他,test,audit_or_aux,1,1,0,8,-0.1995769115243758,-35.41530036942265,第四届监事会第三次会议决议公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2016-07-06|其他,高新兴,300098,2016-07-06,其他,train,audit_or_aux,1,1,0,6,-0.3164388548103009,-58.97899555209598,关于使用部分暂时闲置募集资金进行现金管理的实施公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
002881|2025-01-23|业绩信号,美格智能,2881,2025-01-23,业绩信号,test,audit_or_aux,1,1,0,6,0.5913930546880568,41.12585010399172,预增 预计:净利润11200-14200,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2016-07-01|管理层/投关信号,高新兴,300098,2016-07-01,管理层/投关信号,excluded_unlabeled,audit_or_aux,0,0,0,9,,-90.558888919422,2016年6月30日投资者关系活动记录表,exclude_from_model,主标签缺失，只保留审计
300590|2021-07-16|其他,移为通信,300590,2021-07-16,其他,train,audit_or_aux,1,1,0,14,0.2929002231847734,15.89669607257234,第三届监事会第七次会议决议公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2020-01-23|其他,高新兴,300098,2020-01-23,其他,train,audit_or_aux,1,1,0,15,0.1052628835208172,-17.744169436918384,独立董事对相关事项发表的独立意见,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300638|2024-07-26|管理层/投关信号,广和通,300638,2024-07-26,管理层/投关信号,test,audit_or_aux,1,1,0,11,-0.1965977734241705,-33.912908181409826,投资者关系管理信息20240726,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
002313|2022-04-30|其他,日海智能,2313,2022-04-30,其他,train,audit_or_aux,1,1,0,15,-0.5368616366550526,-16.64923992397714,董事会议事规则(2022年4月修订),robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
688159|2023-05-13|其他,有方科技,688159,2023-05-13,其他,valid,audit_or_aux,1,1,0,11,0.285987828978109,4.435544772595429,华创证券有限责任公司关于深圳市有方科技股份有限公司2022年度持续督导跟踪报告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2020-01-23|业绩信号,高新兴,300098,2020-01-23,业绩信号,train,audit_or_aux,1,1,0,15,0.1052628835208172,-17.744169436918384,2019年度业绩预告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
002881|2021-10-09|业绩信号,美格智能,2881,2021-10-09,业绩信号,train,audit_or_aux,1,1,0,9,0.5713221635368797,24.15047250285,预增 预计净利润7554-8054万,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
002313|2016-06-24|风险事件,日海智能,2313,2016-06-24,风险事件,train,audit_or_aux,1,1,0,11,0.4763995336967684,19.06339968,日海通讯:关于深圳证券交易所2015年年报问询函的回复,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
002313|2016-06-20|产品/技术创新,日海智能,2313,2016-06-20,产品/技术创新,train,audit_or_aux,1,0,0,11,0.4763995336967684,19.06339968,关于深圳日海通讯技术股份有限公司股票临时停牌的公告,case_or_audit_only,不满足默认训练候选条件
300638|2024-07-26|资本动作,广和通,300638,2024-07-26,资本动作,test,audit_or_aux,1,1,0,11,-0.1965977734241705,-33.912908181409826,关于出售部分资产及全资子公司股权的公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
603236|2021-01-30|业绩信号,移远通信,603236,2021-01-30,业绩信号,train,audit_or_aux,1,1,0,11,0.0747002214047542,19.090662369324,预增 预计净利润22940-25900万,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
002313|2022-04-30|业绩信号,日海智能,2313,2022-04-30,业绩信号,train,audit_or_aux,1,1,0,15,-0.5368616366550526,-16.64923992397714,2022年一季度报告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2016-12-27|资本动作,高新兴,300098,2016-12-27,资本动作,train,audit_or_aux,1,1,0,46,-0.256932522788768,-45.72719138223,第三期限制性股票激励计划(草案),robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300098|2015-06-17|其他,高新兴,300098,2015-06-17,其他,train,audit_or_aux,1,1,0,19,0.2619265502709211,87.50985259967999,股东大会议事规则(2015年6月),robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
002313|2016-07-04|其他,日海智能,2313,2016-07-04,其他,train,audit_or_aux,1,1,0,11,0.4763995336967684,19.06339968,日海通讯:关于控股股东协议转让公司股份暨公司控制权拟变更的提示性公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300638|2024-07-26|其他,广和通,300638,2024-07-26,其他,test,audit_or_aux,1,1,0,11,-0.1965977734241705,-33.912908181409826,第四届监事会第二次会议决议公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
300638|2019-02-23|业绩信号,广和通,300638,2019-02-23,业绩信号,train,audit_or_aux,1,1,0,11,0.5110486002229673,16.094581440305944,业绩快报 营收=1249101100.0 净利润=86796900.0,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
002313|2016-06-20|其他,日海智能,2313,2016-06-20,其他,train,audit_or_aux,1,1,0,11,0.4763995336967684,19.06339968,日海通讯:重大事项停牌公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
002313|2016-06-25|其他,日海智能,2313,2016-06-25,其他,train,audit_or_aux,1,1,0,11,0.4763995336967684,19.06339968,日海通讯:重大事项停牌进展公告,robustness_or_case,重叠污染较重，建议仅稳健性或案例使用
